date,item
2020-07-16,Toll Gain
2020-07-16,Unwaranted Bravado
2020-07-16,New Umbilical Remnants
2020-07-16,Intestinal Itch
2020-07-23,Night Blondeness
2020-07-23,Burning Philtrum
2020-07-23,Hard Pudge
2020-07-23,Calfballs
2020-07-30,Todd-O-Phonic Todd fills in
2020-08-06,Night Blondeness
2020-08-06,Fruited Toe
2020-08-06,Bunch Whisperings
2020-08-06,Lincoln's Mustache
2020-08-13,Todd-O-Phonic Todd fills in
2020-08-20,Smartloss
2020-08-20,Cocoa Cravings
2020-08-20,Swiss Miss Cravings
2020-08-20,Toad Face
2020-08-20,Nerd Immunity
2020-08-27,Clump
2020-08-27,Yeast Loss
2020-08-27,Fisherman's Tongue
2020-08-27,Limp Ankle
2020-09-03,(Home lockdown edition with the Pidge himself)
2020-09-03,Side Itch
2020-09-03,Flood Cough
2020-09-03,Puddle Nod
2020-09-03,Goofbumps
2020-09-10,No callers - No Wavelengths
2020-09-17,Eye Bleeds
2020-09-17,Scut Visions
2020-09-17,Shepherd's Toe
2020-09-17,Coughman's Pouch
2020-09-17,Yellow Flashes
2020-09-24,Hairless Shins
2020-09-24,Sudden Mumps
2020-10-01,Impacted Nubs
2020-10-01,Ghost Gas
2020-10-01,Tightness of Pants
2020-10-01,Bird Hatred
2020-10-08,Loud Air Loss
2020-10-08,Fisherman's Breath
2020-10-08,Blue Boils
2020-10-08,Tinkle Trauma
2020-10-15,Bubble Tub
2020-10-15,Fear of Mud
2020-10-15,Lip Loss
2020-10-15,Random Leaping
2020-10-22,Wooden Stool
2020-10-22,Athlete's Hand
2020-10-22,Shake Shingles
2020-10-22,Tinkle Crystals
2020-10-29,Tooth Gain
2020-10-29,Yathzee Pangs
2020-10-29,Low Knee
2020-10-29,Light Liddedness
2020-11-05,Punk Toe
2020-11-05,Sudden Slobbering
2020-11-05,Neck Loss
2020-11-05,Strange Movements
2020-11-12,Pork Shoulder
2020-11-12,Rump Derangement
2020-11-12,False Solids
2020-11-12,Beer Gloss
2020-11-19,Shepherd's Finger
2020-11-19,Sudden Befuddlement
2020-11-19,Day Winds
2020-11-19,False Bravado
2020-11-26,Thigh Lashes
2020-11-26,Toad Mimicry
2020-11-26,Jimmy Toes
2020-11-26,Fudge Aversion
2020-11-26,Tongue Fu
2020-12-10,Tooth Delay
2020-12-10,Hiccdowns
2020-12-10,Restless Chin
2020-12-10,Bowel Play
2020-12-17,Shortings (vs longings)
2020-12-17,Coccycal delusions
2020-12-17,Funions
2020-12-17,Sore Coat
2020-12-24,Camelfinger
2020-12-24,Unusual Pinkenings
2020-12-24,Scalpitations
2020-12-24,Body Bugs
2020-12-31,(First time Wavelengths bounce off the Statue of Liberty)
2020-12-31,Dry Thumb
2020-12-31,New Pudge
2020-12-31,Gables' Ears
2020-12-31,False Finger
2021-01-14,Sharpus (vs flatus)
2021-01-14,Blood Gain
2021-01-14,Toy Earache
2021-01-21,New Memories
2021-01-21,Light Liddedness
2021-01-21,Suddenness
2021-01-21,Dumpsy
2021-01-28,Aerosol Games
2021-01-28,Inability to Pant
2021-01-28,Squid Leg
2021-01-28,Peterson's Problem
2021-02-04,Compulsive Sprinting
2021-02-04,Rubbery Feelings
2021-02-04,Hand Flattening
2021-02-04,Nun's Tooth
2021-02-11,Sunken Bump
2021-02-11,Braised Tips
2021-02-11,Quaking
2021-02-11,Timorous Thoughts
2021-02-18,Unwanted Bath Bubbling
2021-02-18,Fear of Wood
2021-02-18,Liplard
2021-02-18,Doll Memories
2021-02-25,Fear of Pork
2021-02-25,Firearm Hair
2021-02-25,Monseigneur Moments
2021-02-25,Gender Vittles
2021-03-04,Sudden Gargling
2021-03-04,Navel Changes
2021-03-04,Pastor's Winds
2021-03-04,Nasal Sprain
2021-03-11,Marathon Week
2021-03-18,(Marathon Wavelengths with Todd-O-Phonic Todd)
2021-03-18,Wandering Finger
2021-03-18,Candy Problems
2021-03-18,Camper's Crotch
2021-03-18,Go-Kart Dreams
2021-03-25,Noon Gas
2021-03-25,Spotseeing
2021-03-25,False Canadianism
2021-03-25,Renal Fixation
2021-04-01,Farmer's Cramps
2021-04-01,Earhole Dilation
2021-04-01,Toe Meat (vs Toe Cheese)
2021-04-01,Inappropriate Wincing
2021-04-08,(Solo Wavelengths nobody called in)
2021-04-08,Sore Thingy
2021-04-08,Blanched Nostral
2021-04-08,Plumber's Pyles
2021-04-08,Sudden Slowness
2021-04-15,Toad Face
2021-04-15,Maddening Bunching
2021-04-15,Navy Rash
2021-04-15,Pale Flatness
2021-04-22,Hidden Donut Syndrome
2021-04-22,The Ludlows
2021-04-22,Fudge Dreams
2021-04-22,Rink Wound
2021-04-29,Pounch Pinkening
2021-04-29,Stamp Tongue
2021-04-29,Gardener's Grimace
2021-04-29,Secondary Primordial Oozing
2021-05-06,Lip Gain
2021-05-06,Trowel Issues
2021-05-06,Burnt Stub
2021-05-06,Palmer's Problem
2021-05-13,Raw Unnards
2021-05-13,Towel Problems
2021-05-13,Arch Itch
2021-05-13,Yeast Loss
2021-05-20,Involuntary Skipping
2021-05-20,Chartreuse Thoughts
2021-05-20,Neon Pink Thoughts
2021-05-20,Numbness of the head
2021-05-20,Fear of Fudge
2021-05-27,Coldfinger
2021-05-27,Yousels (vs Measels)
2021-05-27,Fear of Suds
2021-05-27,Crotch Loss
2021-06-03,(Solo Wavelengths - lost the caller)
2021-06-03,Padendal Pinkening
2021-06-03,Nose Silver
2021-06-03,Fisherman's Gas
2021-06-03,Tink Pinkle
2021-06-10,Heat Gas
2021-06-10,Plumber's Rash
2021-06-10,Beef Touch
2021-06-10,Miscarriage of Jaundice
2021-06-17,Fish Trail
2021-06-17,Cabby's Itch
2021-06-17,Pooch Pouch
2021-06-17,Pink Tubby
2021-06-24,Unusual Bunching
2021-06-24,Hate Handles
2021-06-24,Fisherman's Itch
2021-07-01,No callers - No Wavelengths
2021-07-08,Cordwainer's Finger
2021-07-08,Loose Towels
2021-07-08,Barbecued Rib
2021-07-08,Pleasant Styes
2021-07-15,Nostral Baldness
2021-07-15,Panting Shirt
2021-07-15,Scentless Foot
2021-07-15,False Tubbiness
2021-07-22,Boulder's Itch
2021-07-22,Excess Eyewax
2021-07-22,Laugher's Gas
2021-07-22,Flute Loss
2021-07-29,Involuntary Skipping
2021-07-29,Lard Pangs
2021-07-29,Dutch Freezer
2021-07-29,Reptile Dysfunction
2021-08-05,(Solo Wavelengths - lost the caller)
2021-08-05,Golfer's Rash
2021-08-05,Beef Chapeau
2021-08-05,Unwanted Tugging
2021-08-05,Burning Bran
2021-08-05,Hose Issues
2021-08-12,Slot Fungus
2021-08-12,Memory Gain
2021-08-12,Persimmon Craving
2021-08-12,Toad Mimicry
2021-08-12,Milk Dud Fantasies
2021-08-19,(Solo Wavelengths - lost the caller)
2021-08-19,Cub Facsimile
2021-08-19,Wrestler's Fears
2021-08-19,Tan Pudding
2021-08-19,Blanched Stub
2021-08-26,Church Gas
2021-08-26,False Pudenda
2021-08-26,Sudden Winking
2021-08-26,Downchucking
2021-09-02,Fear of Steam
2021-09-02,Urge to Fodder
2021-09-02,Sudden Fludderations
2021-09-02,Worms
2021-09-09,General Shortening
2021-09-09,Stink Pinky
2021-09-09,Collapsed Tongue
2021-09-09,Gland Lubber
2021-09-16,Jim the Poet fills in
2021-09-23,Wrestler's Bouquet
2021-09-23,Timid Slapping
2021-09-23,Turd Salivations
2021-09-23,False Roy Tanner
2021-09-30,Enlarged Hindhead
2021-09-30,Scroatmeal
2021-09-30,False Fudge
2021-09-30,Chingrown Toenails
2021-10-07,Farmer's Fist
2021-10-07,Arm Yeast
2021-10-07,Garbage Canlids
2021-10-07,Chew your gums
2021-10-14,Hotdog Hand
2021-10-14,Pinkening of the Nape
2021-10-14,Kielbasa Jaw
2021-10-14,Ludlow's Dance
2021-10-14,Grootnar
2021-10-21,Deer's Breath
2021-10-21,You Gotta Be Kidney
2021-10-21,Jockpocks
2021-10-21,Lord Flatley's Liverdance
2021-10-28,Bland Habits
2021-10-28,Manic Contusions
2021-10-28,Soft Biscuit
2021-10-28,Palmer's Palm
2021-11-04,True Eyelashes
2021-11-04,Primal Ears
2021-11-04,Shepherd's Toe
2021-11-04,Coughman's Dance
2021-11-04,Lack of Splotches
2021-11-11,Improper Fits
2021-11-11,General Sag
2021-11-11,Thin Tongue
2021-11-11,Fall Seltzer
2021-11-18,Flat Lavorus
2021-11-18,Pushed Muscles
2021-11-18,Insecticidal Thoughts
2021-11-18,Happy Jowl
2021-11-25,Turkey Tantrums
2021-11-25,Sympathetic Bloating
2021-11-25,Oyster's Gas
2021-11-25,Docfinger
2021-12-02,Unwanted Looseness
2021-12-02,Stooping Fantasies
2021-12-02,Hotelier's Gas
2021-12-02,Violent Skipping
2021-12-09,Shampoo Loss
2021-12-09,Towel Movements
2021-12-09,Tightfoot (vs Footloose)
2021-12-09,Dresser Snooping
2021-12-16,Downchucking
2021-12-16,Bumpulence (vs Flatulence)
2021-12-16,Warden's Wind
2021-12-16,Lost Friskiness
2021-12-30,Nutcracker Sweat
2021-12-30,Chance Fat
2021-12-30,Flaccid Flashbacks
2021-12-30,Constipation Constellations (you see stars when you go)
2022-01-13,Todd-O-Phonic Todd fills in
2022-01-20,Small Tent
2022-01-20,Fudge Glut
2022-01-20,Tongue Depression
2022-01-20,Jurgen's Rash
2022-01-27,Todd-O-Phonic Todd fills in
2022-02-03,Grateful Dad Syndrome
2022-02-03,Flute Gas
2022-02-03,Napwalking
2022-02-03,Chalklicking
2022-02-10,Beach Bowel
2022-02-10,Eve's Pear (vs Adam's Apple)
2022-02-10,Softening of the Arteries
2022-02-10,Toe Hairloss
2022-02-10,Lobe Cramp
2022-02-10,Duck Peeking
2022-02-17,Extra Large Sighs
2022-02-17,Blanched Thingy
2022-02-17,Stall Cancellations
2022-02-17,Lump Thumb
2022-03-03,Craftsman Cramp
2022-03-03,Potted Pants
2022-03-03,Yeast Connection
2022-03-03,Contact Thigh
2022-03-03,Boson's Breath
2022-03-03,Lard Sales
2022-03-10,(Marathon Wavelengths with Matt Warwick)
2022-03-10,Gut Flailings
2022-03-10,Elbowner
2022-03-10,Paw Knee
2022-03-10,Gland Eye Coordination Issues
2022-03-10,Palm Dates
2022-03-10,Squirt Feelings
2022-03-17,(Marathon Wavelengths with Michele with one L)
2022-03-17,Dinglebells
2022-03-17,Sleep Voguing
2022-03-17,Bacon Back
2022-03-17,Bib Stain
2022-03-17,Alpha Nits
2022-03-24,Laboured Teething
2022-03-24,Botanist Envy
2022-03-24,Posterior Motives
2022-03-24,Night Blondeness
2022-03-24,Phantom Thingy
2022-03-24,Wet Socket
2022-03-24,Apple Crack
2022-03-24,Fudge Judy
2022-03-24,Thumbdinger
2022-03-24,Fartistic Temperament
2022-03-31,Foot Job
2022-03-31,Deep Knee
2022-03-31,Fearache
2022-03-31,Stiff Upper Hip
2022-03-31,Poop John B
2022-03-31,Tailboner
2022-03-31,Thigh Lip
2022-04-07,Todd-O-Phonic Todd fills in
2022-04-14,Stoop Nuggets
2022-04-14,Index Lards
2022-04-14,Shin Squints
2022-04-14,Herorrhoids (vs hemorrhoids)
2022-04-14,Glottis Knight
2022-04-21,Hangman's Gas
2022-04-21,Blue Baboon
2022-04-21,Dunce Functions
2022-04-21,Sore Code
2022-04-21,Ball Bearings
2022-04-21,Taint Misbehavin'
2022-04-28,Disrespect for the Jaw
2022-04-28,Napericots
2022-04-28,Xavier Nougat
2022-04-28,Throatmeal
2022-04-28,Sittin' Spine
2022-04-28,Swinging Dingles
2022-05-05,Discontinued McRib
2022-05-05,Shadow Nose
2022-05-05,Barnum Sternum (Circus Sternum)
2022-05-05,Smelly Button
2022-05-05,Stool Brenner
2022-05-05,Falace Pretenses
2022-05-12,Arch Itch
2022-05-12,Fiddle Faddle Saddle
2022-05-12,Runny Bone
2022-05-12,Puff's Puff
2022-05-12,Billy The Kidney
2022-05-12,Motorbloat
2022-05-12,Peashooter Guilt
2022-05-19,Crab Suzette
2022-05-19,Toe Pogigio
2022-05-19,Jethro Skull
2022-05-19,Hairline Dancing
2022-05-19,Thin Balls (padding on the bottom of the feet)
2022-05-19,Leg It Will Come Back To You
2022-05-26,Teeth Partridge
2022-05-26,Panama Anal
2022-05-26,Jorgensen's Rash
2022-05-26,Fist Flights
2022-05-26,Earmongering
2022-05-26,Hair Jordan
2022-06-02,Jowl Movements
2022-06-02,Smilestones
2022-06-02,Towel Movements
2022-06-02,Gland Lubber
2022-06-02,Alarming Sag
2022-06-02,Ribeyeballs
2022-06-02,Dopelesness Feelings
2022-06-09,Onomatopeeing
2022-06-09,Campersand
2022-06-09,Pelvic Duty
2022-06-09,Lonely Hand
2022-06-09,Limidad (low front pain from Trinidad vs lumbago low back pain from Tobago)
2022-06-09,Sop Lift
2022-06-09,Forced Fudge
2022-06-09,Janitor's Dance
2022-06-16,Stool Whip
2022-06-16,Chin Splints
2022-06-16,Footbeer
2022-06-16,Lobes Pierre
2022-06-16,Good Old Time Real Itching
2022-06-16,Ifandsorbut
2022-06-16,Herb Scalpert
2022-06-16,Bicepsuality
2022-06-23,Lice Cream
2022-06-23,Sourdough Balls
2022-06-23,Choir Director's Gas
2022-06-23,Ladybug Eyes
2022-06-23,Facial Tocks
2022-06-23,Tailbone Appetit
2022-06-30,EFD fills in
2022-07-07,Todd-O-Phonic Todd fills in
2022-07-14,Hoots and Jingles
2022-07-14,Ping Pong Balls
2022-07-14,Fudge Dredd
2022-07-14,Back Porch Issues
2022-07-14,Abdullah Stigmata
2022-07-14,Lice Krispies
2022-07-14,Hollywood Loaf
2022-07-21,Autobody Experiences
2022-07-21,Spineapples
2022-07-21,Crêpey Outlook on Life
2022-07-21,Cornflakes (corn on the toe that is flaking)
2022-07-21,Sack Flies
2022-07-21,Tossed Solids
2022-07-21,Elbowner
2022-07-21,Wet Bedding
2022-07-21,Mud Lust
2022-07-28,Fannyeurisms
2022-07-28,Gumballs
2022-07-28,Vertebrittle
2022-07-28,Taint Misbehavin'
2022-07-28,Indian Liver
2022-07-28,Herb Scalpert
2022-07-28,Scrotons
2022-08-04,Flabdomen
2022-08-04,Head Sullivan
2022-08-04,Halley's Vomit
2022-08-04,Quaker Throats
2022-08-04,Mixed Nuts
2022-08-04,Elephant's Mammory
2022-08-04,Toe Towa
2022-08-04,Weehawken Loogies
2022-08-11,Taste Millers (vs Taste Buds)
2022-08-11,Pianist Envy
2022-08-11,Gland Ho
2022-08-11,Squershey Hurts
2022-08-11,Hemogoblin
2022-08-11,Count Fistula
2022-08-11,Itch a Sketch
2022-08-11,Madame Ovary
2022-08-18,Burnt Bird
2022-08-18,Faux Toe
2022-08-18,Hula Bowel
2022-08-18,Hearing Smells
2022-08-18,Third Sternum
2022-08-18,Billy The Kidney
2022-08-18,Fanny State
2022-08-18,Potent Taint
2022-08-18,Spooned Tongue (vs Forked Tongue)
2022-08-18,Sporked Tongue (vs Forked Tongue)
2022-08-25,Muscle Crowe
2022-08-25,Minimal Intent
2022-08-25,Butt Crackers
2022-08-25,Arch Clog (you need an Arch Enema then)
2022-08-25,Naughty Spine
2022-08-25,Contact Thigh
2022-08-25,Lobesity (fat build up on earlobes)
2022-08-25,Lease a Lobes (if you had your earlobes removed following Lobesity)
2022-09-01,Elbow Diddley
2022-09-01,Bicepsuality
2022-09-01,Test Ticklishness
2022-09-01,Fist Responders
2022-09-01,Spare Womb
2022-09-01,Barn Swallowing
2022-09-01,Pastor Exit
2022-09-01,Pallman Joy
2022-09-08,Baker's Cousin
2022-09-08,Gerber's Gas
2022-09-08,Gland Lubber
2022-09-08,Head Sullivan
2022-09-08,Mobangs
2022-09-08,Banana Throat
2022-09-08,Triodenum
2022-09-08,Half Mastoid
2022-09-15,Filthy Mitts
2022-09-15,Wrist Stops
2022-09-15,Aft Arm
2022-09-15,Sledding Urges
2022-09-15,Sweats for the Sweet
2022-09-15,Cough Broadway
2022-09-15,Virginia Monologues
2022-09-15,Rat Dreams
2022-09-22,Taint Misbehavin'
2022-09-22,Stolen Erection
2022-09-22,Halibutt
2022-09-22,Half Calves
2022-09-22,Howard Sternum
2022-09-22,Bar Stool
2022-09-22,Oxydol Problems
2022-09-22,Mountain Face
2022-09-29,Cosa Nostral
2022-09-29,Bangs Affiliation
2022-09-29,Goatfinger
2022-09-29,Lovin Mitt
2022-09-29,Bunshine
2022-09-29,Spinecones
2022-09-29,Halley's Vomit
2022-09-29,Gasterix
2022-10-06,Brainbow
2022-10-06,Sore Coat
2022-10-06,William Demerwrist
2022-10-06,Uncle Charlie Syndrome
2022-10-06,Brown Midnight
2022-10-06,Saliva Minelli
2022-10-06,Hellraiser Burn
2022-10-06,Elemenopee
2022-10-13,Rocky Mountain Thigh
2022-10-13,Bath Womb
2022-10-13,Fart Installations
2022-10-13,Candy Gland
2022-10-13,Honorable Manchin
2022-10-13,Assphalt
2022-10-13,Golf Balls
2022-10-13,Great American Navel
2022-10-20,Cry Lines
2022-10-20,Bad Grattitude
2022-10-20,Toener
2022-10-20,Scalpine Slide
2022-10-20,Buttering Ram
2022-10-20,Murtnats (tantrums spelled backwards)
2022-10-20,Bum Stares
2022-10-20,Tonsil Adams
2022-10-27,Powell's Boog
2022-10-27,Gone Dental
2022-10-27,Recently Visited Nasal Academy
2022-10-27,Earth Shoebidoobidoo
2022-10-27,Undue Burden
2022-10-27,Flute Loss
2022-10-27,Dry Cleaner's Malaise
2022-10-27,Straight Up Shifties
2018-06-21,No Wavelengths
2018-06-20,Nosebleed
2018-06-20,Headache
2018-06-14,No Wavelengths
2018-06-13,Nosebleed
2018-06-13,Headache
2018-06-07,No Wavelengths
2018-05-30,Nosebleed
2018-05-30,Headache
2018-05-23,Headache
2018-05-23,Nosebleed
2018-05-23,Pyles
2018-05-23,Vapors
2018-05-23,Tooth Ache
2018-05-16,Headache
2018-05-16,Pulsing Nosebleed
2018-05-09,Wavelengths with Sean. No symptoms mentioned
2018-05-03,No Wavelengths
2018-04-25,Wavelengths with Ronnie. No symptoms mentioned
2018-04-18,Wavelengths with Carlos. No symptoms mentioned
2017-07-19,Wavelengths with Kayzo. No symptoms mentioned
2018-01-03,Wavelengths with Kirsten. No symptoms mentioned
2018-01-10,(Clay calls this one his first live attempt)
2018-01-10,Wavelengths with Scotty C. No symptoms mentioned
2018-01-17,Wavelengths with Lu Lu. No symptoms mentioned
2018-01-24,Wavelengths with John. No symptoms mentioned
2018-01-31,Wavelengths with ThuddNugget. No symptoms mentioned
2018-02-07,Wavelengths with Colleen. No symptoms mentioned
2018-02-14,Wavelengths with Eric. No symptoms mentioned
2018-02-21,Wavelengths with Andrew. No symptoms mentioned
2018-02-28,Wavelengths with Swami. No symptoms mentioned
2018-03-07,Wavelengths with Rob Weisberg. No symptoms mentioned
2018-03-14,No Wavelengths
2018-03-21,Wavelengths with YerfriendPaul. No symptoms mentioned
2018-03-28,Wavelenghts with Bridgette. No symptoms mentioned
2018-04-04,Wavelengths with Patrick. No symptoms mentioned
2018-04-11,Wavelengths with Sarah. No symptoms mentioned
2017-07-24,Wavelengths with Kimzilla. No symptoms mentioned
2017-08-02,Wavelengths with Matt Warwick. No symptoms mentioned
2017-08-08,Wavelengths with DJ Michele. No symptoms mentioned
2017-08-18,Wavelengths with DJ Olivia. No symptoms mentioned
2017-08-30,Wavelengths with Medson. No symptoms mentioned
2017-08-24,No Wavelengths
2017-09-07,No Wavelengths
2017-09-14,No Wavelengths
2017-09-21,No Wavelengths
2017-09-28,No Wavelengths
2017-10-05,No Wavelengths
2017-10-12,Wavelengths with Medson.
